,legislatura,nome_parlamentar,sigla_partido,acoes
3,56,MARCEL VAN HATTEM,NOVO,1
4,56,BIA KICIS,PSL,1
7,56,ERIKA KOKAY,PT,1
8,56,BACELAR,Podemos,1
9,56,PAULO PIMENTA,PT,1
6,56,DELEGADO WALDIR,PSL,2
0,56,ELMAR NASCIMENTO,DEM,3
2,56,NASCIMENTO,,3
1,56,IVAN VALENTE,PSOL,5
5,56,CAMINHA,,5
