,acoes,numero_parlamentares,sigla_partido,percapita
28,0,2,Acredito,0.0
25,1,8,NOVO,0.125
17,1,11,Podemos,0.09090909090909091
8,2,57,PT,0.03508771929824561
4,3,29,DEM,0.10344827586206896
13,3,55,PSL,0.05454545454545454
24,5,11,PSOL,0.45454545454545453
