,acoes,numero_parlamentares,sigla_partido,percapita
28,0,2,Acredito,0.0
20,1,8,PSC,0.125
0,2,15,Solidariedade,0.13333333333333333
9,3,11,PTB,0.2727272727272727
7,3,40,Progressistas,0.075
1,4,32,PRB,0.125
12,4,39,PSD,0.10256410256410256
2,5,28,PDT,0.17857142857142858
10,5,33,PSB,0.15151515151515152
13,6,55,PSL,0.10909090909090909
5,8,30,PSDB,0.26666666666666666
4,11,29,DEM,0.3793103448275862
19,13,8,Cidadania,1.625
8,14,57,PT,0.24561403508771928
11,18,40,PR,0.45
