,legislatura,nome_parlamentar,sigla_partido,acoes
0,56,SENADO FEDERAL - ANTONIO CARLOS VALADARES,PSB,1
1,56,BALEIA ROSSI,MDB,1
2,56,PEDRO LUCAS FERNANDES,PTB,1
3,56,PASTOR SARGENTO ISIDÓRIO,AVANTE,1
4,56,GUTEMBERG REIS,MDB,1
5,56,LAFAYETTE DE ANDRADA,PRB,1
6,56,HENRIQUE FONTANA,PT,1
7,56,LUISA CANZIANI,PTB,1
8,56,MARIA ROSAS,PRB,1
9,56,SENADO FEDERAL - GLEISI HOFFMANN,PT,1
11,56,EDUARDO BRAIDE,PMN,1
10,56,ROGÉRIO PENINHA MENDONÇA,MDB,3
